jobTitle,categoriesName,locations,employment,salaryMin,salaryMax,salary_mid,main_category,main_location,salaryMin_scaled,salaryMax_scaled,salary_mid_scaled
Field Sales (Material Bangunan),"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Barat,Full-time,3100000.0,4700000.0,3900000.0,Penjualan / Pemasaran,Jakarta Barat,0.02894736842105263,0.054279749478079335,0.04307334109429569
Sales Executive (Fresh Graduate) - Chemical (Cikarang) (B-63600),"Penjualan / Pemasaran,Penjualan - Korporasi",Cikarang,Full-time,5500000.0,6500000.0,6000000.0,Penjualan / Pemasaran,Cikarang,0.09210526315789475,0.09185803757828809,0.0919674039580908
Web Developers Front/Back,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Sumatera Utara,Full-time,3500000.0,7000000.0,5250000.0,Komputer/Teknologi Informasi,Sumatera Utara,0.03947368421052632,0.10229645093945719,0.07450523864959255
IN-OFFICE MARKETING,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Barat,Full-time,6000000.0,7000000.0,6500000.0,Penjualan / Pemasaran,Jakarta Barat,0.10526315789473684,0.10229645093945719,0.10360884749708962
Sales Administration,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Surabaya,Full-time,5800000.0,8120000.0,6960000.0,Sumber Daya Manusia/Personalia,Surabaya,0.1,0.125678496868476,0.11431897555296858
Administrasi,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Utara,Full-time,2500000.0,3500000.0,3000000.0,Sumber Daya Manusia/Personalia,Jakarta Utara,0.013157894736842098,0.029227557411273482,0.022118742724097785
PPIC Produksi PT. Top Torch International,"Lainnya,Lainnya/Kategori tidak tersedia",Bandung,Full-time,3500000.0,5000000.0,4250000.0,Lainnya,Bandung,0.03947368421052632,0.0605427974947808,0.051222351571594875
IT Software Engineer (Senior Backend),"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Raya,Contract,7000000.0,14000000.0,10500000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.13157894736842107,0.24843423799582462,0.19674039580908032
MARKETING STAFF,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Barat,Full-time,6000000.0,7000000.0,6500000.0,Penjualan / Pemasaran,Jakarta Barat,0.10526315789473684,0.10229645093945719,0.10360884749708962
Account Payable,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Barat,Contract,4250000.0,5950000.0,5100000.0,Akuntansi / Keuangan,Jakarta Barat,0.05921052631578947,0.08037578288100208,0.07101280558789289
ACCOUNT EXECUTIVE,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Barat,Full-time,6000000.0,7000000.0,6500000.0,Penjualan / Pemasaran,Jakarta Barat,0.10526315789473684,0.10229645093945719,0.10360884749708962
Asset Management Officer,"Manufaktur,Pembelian/Manajemen Material",Jakarta Selatan,Full-time,3850000.0,5005000.0,4427500.0,Manufaktur,Jakarta Selatan,0.048684210526315795,0.06064718162839249,0.05535506402793946
Sales Engineer,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Jakarta Raya,Full-time,10000000.0,15000000.0,12500000.0,Penjualan / Pemasaran,Jakarta Raya,0.21052631578947367,0.26931106471816285,0.24330616996507565
Social Media Strategist,"Seni/Media/Komunikasi,Periklanan",Bandung,Full-time,6000000.0,12000000.0,9000000.0,Seni/Media/Komunikasi,Bandung,0.10526315789473684,0.2066805845511482,0.1618160651920838
Corporate Tax Officer,"Akuntansi / Keuangan,Audit Pajak",Jakarta Timur,Full-time,6600000.0,9240000.0,7920000.0,Akuntansi / Keuangan,Jakarta Timur,0.12105263157894738,0.14906054279749478,0.13667054714784632
Staff admin accounting,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Raya,Full-time,4000000.0,5600000.0,4800000.0,Akuntansi / Keuangan,Jakarta Raya,0.052631578947368425,0.07306889352818371,0.06402793946449359
AREA SALES NATIONAL MANAGER,"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Selatan,Full-time,10000000.0,20000000.0,15000000.0,Penjualan / Pemasaran,Jakarta Selatan,0.21052631578947367,0.37369519832985393,0.30151338766006985
Sales Manager (Hemodialysis Product),"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Raya,Full-time,8000000.0,10000000.0,9000000.0,Penjualan / Pemasaran,Jakarta Raya,0.15789473684210528,0.16492693110647183,0.1618160651920838
Internal Audit Staff,"Akuntansi / Keuangan,Audit Pajak",Jakarta Pusat,Contract,4000000.0,4500000.0,4250000.0,Akuntansi / Keuangan,Jakarta Pusat,0.052631578947368425,0.0501043841336117,0.051222351571594875
Java Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Surabaya,Contract,3500000.0,4500000.0,4000000.0,Komputer/Teknologi Informasi,Surabaya,0.03947368421052632,0.0501043841336117,0.04540162980209545
Google Bussines Specialist,"Penjualan / Pemasaran,Telesales/Telemarketing",Jakarta Raya,Full-time,5500000.0,7700000.0,6600000.0,Penjualan / Pemasaran,Jakarta Raya,0.09210526315789475,0.11691022964509395,0.1059371362048894
Staff Admin dan Keuangan,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Raya,Full-time,4200000.0,4500000.0,4350000.0,Sumber Daya Manusia/Personalia,Jakarta Raya,0.057894736842105256,0.0501043841336117,0.053550640279394636
Videographer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Cikupa,Full-time,4500000.0,5000000.0,4750000.0,Seni/Media/Komunikasi,Cikupa,0.06578947368421054,0.0605427974947808,0.0628637951105937
Sales dan Marketing Staf,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Bekasi,Full-time,5500000.0,7700000.0,6600000.0,Penjualan / Pemasaran,Bekasi,0.09210526315789475,0.11691022964509395,0.1059371362048894
Stock Opname staff,"Manufaktur,Pembelian/Manajemen Material",Jakarta Raya,Full-time,3000000.0,3900000.0,3450000.0,Manufaktur,Jakarta Raya,0.026315789473684202,0.037578288100208766,0.03259604190919673
Marketing Staff (Steel Company),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Selatan,Full-time,5900000.0,8400000.0,7150000.0,Penjualan / Pemasaran,Jakarta Selatan,0.10263157894736843,0.1315240083507307,0.11874272409778813
Medical Reviewer Specialist,"Layanan Kesehatan,Farmasi",Jakarta Raya,Contract,8000000.0,14000000.0,11000000.0,Layanan Kesehatan,Jakarta Raya,0.15789473684210528,0.24843423799582462,0.20838183934807913
HR GA Manager,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Surabaya,Full-time,4500000.0,8500000.0,6500000.0,Sumber Daya Manusia/Personalia,Surabaya,0.06578947368421054,0.13361169102296452,0.10360884749708962
Telesales Properti - Cikarang Karawang,"Penjualan / Pemasaran,Telesales/Telemarketing",Cikarang,Full-time,4700000.0,4790000.0,4745000.0,Penjualan / Pemasaran,Cikarang,0.07105263157894737,0.05615866388308977,0.06274738067520372
Sales Staff (Japanese Speaking),"Penjualan / Pemasaran,Penjualan - Korporasi",Jakarta Raya,Full-time,5000000.0,8000000.0,6500000.0,Penjualan / Pemasaran,Jakarta Raya,0.07894736842105263,0.1231732776617954,0.10360884749708962
Product Quality Controller,"Manufaktur,Penjaminan Kualitas / QA",Bali,Contract,3500000.0,4000000.0,3750000.0,Manufaktur,Bali,0.03947368421052632,0.039665970772442584,0.03958090803259604
Tax Officer,"Akuntansi / Keuangan,Audit Pajak",Jakarta Raya,Full-time,6000000.0,8400000.0,7200000.0,Akuntansi / Keuangan,Jakarta Raya,0.10526315789473684,0.1315240083507307,0.11990686845168799
Sales dan Marketing,"Layanan Kesehatan,Farmasi",Jakarta Timur,Full-time,7000000.0,10000000.0,8500000.0,Layanan Kesehatan,Jakarta Timur,0.13157894736842107,0.16492693110647183,0.15017462165308498
Sales Marketing,"Penjualan / Pemasaran,Penjualan - Korporasi",Depok,Full-time,3750000.0,5250000.0,4500000.0,Penjualan / Pemasaran,Depok,0.046052631578947366,0.06576200417536535,0.057043073341094284
Sales Data Analyst,"Lainnya,Lainnya/Kategori tidak tersedia",Jakarta Raya,Full-time,4000000.0,6000000.0,5000000.0,Lainnya,Jakarta Raya,0.052631578947368425,0.08141962421711899,0.06868451688009314
Retail Operator Staff,"Penjualan / Pemasaran,Penjualan Ritel","Tangerang,Jakarta Utara",Full-time,3500000.0,4900000.0,4200000.0,Penjualan / Pemasaran,Tangerang,0.03947368421052632,0.05845511482254697,0.05005820721769499
Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Bogor,Full-time,4500000.0,6500000.0,5500000.0,Penjualan / Pemasaran,Bogor,0.06578947368421054,0.09185803757828809,0.08032596041909196
Business Development Manager,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Selatan,Contract,15000000.0,17000000.0,16000000.0,Penjualan / Pemasaran,Jakarta Selatan,0.34210526315789475,0.3110647181628393,0.3247962747380675
Clinical Specialist Integrated Diagnostic Care,"Layanan Kesehatan,Praktisi/Asisten Medis","Jakarta Raya,Semarang",Full-time,6000000.0,7800000.0,6900000.0,Layanan Kesehatan,Jakarta Raya,0.10526315789473684,0.11899791231732776,0.1129220023282887
Staff Technical Inspector,"Teknik,Teknik Elektro",Jakarta Timur,Full-time,4500000.0,5000000.0,4750000.0,Teknik,Jakarta Timur,0.06578947368421054,0.0605427974947808,0.0628637951105937
Chief Accounting F B,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Sumatera Utara,Full-time,5800000.0,9000000.0,7400000.0,Akuntansi / Keuangan,Sumatera Utara,0.1,0.14405010438413363,0.12456344586728754
Personal Assistance,"Sumber Daya Manusia/Personalia,Sekretaris",Jakarta Raya,Full-time,7200000.0,10080000.0,8640000.0,Sumber Daya Manusia/Personalia,Jakarta Raya,0.1368421052631579,0.16659707724425887,0.15343422584400465
Finance,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Sumatera Utara,Full-time,3300000.0,4620000.0,3960000.0,Akuntansi / Keuangan,Sumatera Utara,0.034210526315789476,0.05260960334029228,0.044470314318975544
HR GENERALIST,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Raya,Full-time,4500000.0,6000000.0,5250000.0,Sumber Daya Manusia/Personalia,Jakarta Raya,0.06578947368421054,0.08141962421711899,0.07450523864959255
Purchasing Logistic Supervisor,"Manufaktur,Pembelian/Manajemen Material",Jakarta Selatan,Contract,4000000.0,5600000.0,4800000.0,Manufaktur,Jakarta Selatan,0.052631578947368425,0.07306889352818371,0.06402793946449359
Purchasing Staff,"Manufaktur,Pembelian/Manajemen Material",Tangerang,Full-time,4500000.0,6000000.0,5250000.0,Manufaktur,Tangerang,0.06578947368421054,0.08141962421711899,0.07450523864959255
HRD Manager,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Pusat,Full-time,10000000.0,14000000.0,12000000.0,Sumber Daya Manusia/Personalia,Jakarta Pusat,0.21052631578947367,0.24843423799582462,0.23166472642607683
Kepala Gudang,"Manufaktur,Pembelian/Manajemen Material",Jakarta Utara,Full-time,3500000.0,4900000.0,4200000.0,Manufaktur,Jakarta Utara,0.03947368421052632,0.05845511482254697,0.05005820721769499
IT Quality Management,"Manufaktur,Penjaminan Kualitas / QA",Jakarta Timur,Full-time,7600000.0,10640000.0,9120000.0,Manufaktur,Jakarta Timur,0.1473684210526316,0.17828810020876826,0.16461001164144354
STAFF PRODUCTION,"Manufaktur,Manufaktur",Jakarta Timur,Full-time,5000000.0,5500000.0,5250000.0,Manufaktur,Jakarta Timur,0.07894736842105263,0.07098121085594991,0.07450523864959255
Staff Administrasi,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Raya,Full-time,4500000.0,6300000.0,5400000.0,Sumber Daya Manusia/Personalia,Jakarta Raya,0.06578947368421054,0.08768267223382045,0.07799767171129221
STAFF WASTE WATER TREATMENT PROCESS (WWTP),"Teknik,Teknik Lingkungan",Jakarta Timur,Full-time,5250000.0,5500000.0,5375000.0,Teknik,Jakarta Timur,0.0855263157894737,0.07098121085594991,0.07741559953434227
Retail Business Development Tegal,"Penjualan / Pemasaran,Penjualan - Korporasi",Tegal,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Tegal,0.07894736842105263,0.10229645093945719,0.0919674039580908
RESTAURANT MANAGER - CANTON 108,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Jakarta Selatan,Full-time,8000000.0,11200000.0,9600000.0,Hotel/Restoran,Jakarta Selatan,0.15789473684210528,0.18997912317327767,0.17578579743888242
Media Communication (Design/Video),"Seni/Media/Komunikasi,Periklanan",Sleman,Full-time,2000000.0,2800000.0,2400000.0,Seni/Media/Komunikasi,Sleman,0.0,0.014613778705636744,0.008149010477299184
SPV Floor,"Hotel/Restoran,Makanan/Minuman/Pelayanan Restoran",Jakarta Selatan,Full-time,6000000.0,9000000.0,7500000.0,Hotel/Restoran,Jakarta Selatan,0.10526315789473684,0.14405010438413363,0.12689173457508732
QC (Quality Control),"Manufaktur,Penjaminan Kualitas / QA",Jawa Tengah,Full-time,3000000.0,5000000.0,4000000.0,Manufaktur,Jawa Tengah,0.026315789473684202,0.0605427974947808,0.04540162980209545
Full Stack Developer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Bandung,Full-time,5000000.0,10000000.0,7500000.0,Komputer/Teknologi Informasi,Bandung,0.07894736842105263,0.16492693110647183,0.12689173457508732
Assistant Manager Technical Estate,"Bangunan/Konstruksi,Properti/Real Estate",Bogor,Full-time,5000000.0,10000000.0,7500000.0,Bangunan/Konstruksi,Bogor,0.07894736842105263,0.16492693110647183,0.12689173457508732
SUPERVISOR HATCHERY (BREEDING BROILER),"Sains,Pertanian",Sukabumi,Full-time,3000000.0,4200000.0,3600000.0,Sains,Sukabumi,0.026315789473684202,0.04384133611691023,0.03608847497089638
English Teacher,"Pendidikan/Pelatihan,Pendidikan",Tangerang,Full-time,5000000.0,5500000.0,5250000.0,Pendidikan/Pelatihan,Tangerang,0.07894736842105263,0.07098121085594991,0.07450523864959255
Account Manager,"Penjualan / Pemasaran,Penjualan - Korporasi",Bekasi,Contract,5000000.0,6500000.0,5750000.0,Penjualan / Pemasaran,Bekasi,0.07894736842105263,0.09185803757828809,0.0861466821885914
Illustrator Freelance,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Jakarta Selatan,Full-time,4000000.0,5600000.0,4800000.0,Seni/Media/Komunikasi,Jakarta Selatan,0.052631578947368425,0.07306889352818371,0.06402793946449359
Accounting Staff,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Medan,Full-time,2500000.0,3500000.0,3000000.0,Akuntansi / Keuangan,Medan,0.013157894736842098,0.029227557411273482,0.022118742724097785
Admin Marketplace,"Penjualan / Pemasaran,E-commerce",Jakarta Pusat,Full-time,4000000.0,4500000.0,4250000.0,Penjualan / Pemasaran,Jakarta Pusat,0.052631578947368425,0.0501043841336117,0.051222351571594875
ACCOUNTING MANAGER,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Bekasi,Full-time,19000000.0,26600000.0,22800000.0,Akuntansi / Keuangan,Bekasi,0.4473684210526316,0.511482254697286,0.4831199068684517
Senior Staff Accounting Tax,"Akuntansi / Keuangan,Audit Pajak",Jakarta Utara,Full-time,7000000.0,8000000.0,7500000.0,Akuntansi / Keuangan,Jakarta Utara,0.13157894736842107,0.1231732776617954,0.12689173457508732
HC Regional Supervisor,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Jakarta Raya,Full-time,7000000.0,8500000.0,7750000.0,Sumber Daya Manusia/Personalia,Jakarta Raya,0.13157894736842107,0.13361169102296452,0.13271245634458673
Administrasi Marketing Sales Support (Cabang Semarang),"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jawa Tengah,Full-time,2000000.0,2800000.0,2400000.0,Sumber Daya Manusia/Personalia,Jawa Tengah,0.0,0.014613778705636744,0.008149010477299184
Digital Marketing Staff,"Penjualan / Pemasaran,Digital Marketing",Bandung,Part-time,3500000.0,4500000.0,4000000.0,Penjualan / Pemasaran,Bandung,0.03947368421052632,0.0501043841336117,0.04540162980209545
Branch Manager Semarang,"Teknik,Teknik Lingkungan",Semarang,Full-time,4500000.0,6300000.0,5400000.0,Teknik,Semarang,0.06578947368421054,0.08768267223382045,0.07799767171129221
Project manager,"Bangunan/Konstruksi,Teknik Sipil/Konstruksi Bangunan","Bekasi,Bali",Full-time,4000000.0,7000000.0,5500000.0,Bangunan/Konstruksi,Bekasi,0.052631578947368425,0.10229645093945719,0.08032596041909196
IT Support,"Komputer/Teknologi Informasi,IT-Perangkat Keras",Nusa Tenggara Barat,Contract,8000000.0,10000000.0,9000000.0,Komputer/Teknologi Informasi,Nusa Tenggara Barat,0.15789473684210528,0.16492693110647183,0.1618160651920838
"EXPERIENCED MANDARIN TEACHER, PRE SCHOOL / KINDERGARTEN / ELEMENTAR / JUNIOR AND SENIOR HIGH / ADULT","Pendidikan/Pelatihan,Pendidikan",Kupang,Full-time,8000000.0,16000000.0,12000000.0,Pendidikan/Pelatihan,Kupang,0.15789473684210528,0.29018789144050106,0.23166472642607683
QA Manager,"Manufaktur,Penjaminan Kualitas / QA",Jawa Timur,Full-time,8000000.0,15000000.0,11500000.0,Manufaktur,Jawa Timur,0.15789473684210528,0.26931106471816285,0.220023282887078
"Accounting Assistant Manager, Cikarang, Manufacturing","Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jawa Barat,Full-time,10000000.0,15000000.0,12500000.0,Akuntansi / Keuangan,Jawa Barat,0.21052631578947367,0.26931106471816285,0.24330616996507565
Marketing,"Pelayanan,Layanan Pelanggan",Bulungan,Full-time,3200000.0,5280000.0,4240000.0,Pelayanan,Bulungan,0.03157894736842105,0.06638830897703549,0.050989522700814895
Accounting Assistant Manager (Cikarang),"Akuntansi / Keuangan,Audit Pajak",Cikarang,Full-time,10000000.0,14000000.0,12000000.0,Akuntansi / Keuangan,Cikarang,0.21052631578947367,0.24843423799582462,0.23166472642607683
Sales Team Leader,"Penjualan / Pemasaran,Telesales/Telemarketing",Ambon,Full-time,5500000.0,7250000.0,6375000.0,Penjualan / Pemasaran,Ambon,0.09210526315789475,0.10751565762004175,0.10069848661233993
Accounting Assistant Manager (Jakarta),"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan",Jakarta Raya,Full-time,10000000.0,16000000.0,13000000.0,Akuntansi / Keuangan,Jakarta Raya,0.21052631578947367,0.29018789144050106,0.25494761350407447
Sales Executive,"Penjualan / Pemasaran,Penjualan - Korporasi","Surabaya,Jakarta Pusat",Contract,3750000.0,7000000.0,5375000.0,Penjualan / Pemasaran,Surabaya,0.046052631578947366,0.10229645093945719,0.07741559953434227
Social Media Strategist,"Seni/Media/Komunikasi,Periklanan",Banten,Full-time,4800000.0,6700000.0,5750000.0,Seni/Media/Komunikasi,Banten,0.0736842105263158,0.09603340292275575,0.0861466821885914
Digital Marketing Strategist,"Seni/Media/Komunikasi,Periklanan",Banten,Full-time,5000000.0,8000000.0,6500000.0,Seni/Media/Komunikasi,Banten,0.07894736842105263,0.1231732776617954,0.10360884749708962
Admin Data Stock,"Sumber Daya Manusia/Personalia,Staf / Administrasi umum",Jakarta Utara,Full-time,3000000.0,4000000.0,3500000.0,Sumber Daya Manusia/Personalia,Jakarta Utara,0.026315789473684202,0.039665970772442584,0.03376018626309662
Legal Permitting Licenses Supervisor,"Pelayanan,Pengacara / Asisten Legal",Jakarta Raya,Full-time,10000000.0,20000000.0,15000000.0,Pelayanan,Jakarta Raya,0.21052631578947367,0.37369519832985393,0.30151338766006985
SHOPIFY DEVELOPER,"Komputer/Teknologi Informasi,IT-Perangkat Lunak","Jakarta Raya,Yogyakarta",Contract,7000000.0,9000000.0,8000000.0,Komputer/Teknologi Informasi,Jakarta Raya,0.13157894736842107,0.14405010438413363,0.13853317811408614
Sales Executive,"Penjualan / Pemasaran,Penjualan Ritel",Banjarmasin,Full-time,3000000.0,5200000.0,4100000.0,Penjualan / Pemasaran,Banjarmasin,0.026315789473684202,0.06471816283924844,0.047729918509895226
CUSTOMER RELATION,"Seni/Media/Komunikasi,Hubungan Masyarakat",Jakarta Timur,Full-time,5000000.0,5500000.0,5250000.0,Seni/Media/Komunikasi,Jakarta Timur,0.07894736842105263,0.07098121085594991,0.07450523864959255
Digital Marketing,"Penjualan / Pemasaran,Digital Marketing",Jawa Tengah,Full-time,2300000.0,3220000.0,2760000.0,Penjualan / Pemasaran,Jawa Tengah,0.00789473684210526,0.02338204592901879,0.016530849825378342
ACCOUNTING SENIOR,"Akuntansi / Keuangan,Akuntansi Umum / Pembiayaan","Bekasi,Surabaya,Balikpapan,Makassar",Full-time,4400000.0,8800000.0,6600000.0,Akuntansi / Keuangan,Bekasi,0.06315789473684211,0.13987473903966596,0.1059371362048894
Operational Manager,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Surabaya,Full-time,8000000.0,11200000.0,9600000.0,Penjualan / Pemasaran,Surabaya,0.15789473684210528,0.18997912317327767,0.17578579743888242
Marketing Freelance,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Bekasi,Full-time,3500000.0,4900000.0,4200000.0,Penjualan / Pemasaran,Bekasi,0.03947368421052632,0.05845511482254697,0.05005820721769499
PR Marcomm Manager,"Seni/Media/Komunikasi,Hubungan Masyarakat",Jakarta Raya,Full-time,15000000.0,20000000.0,17500000.0,Seni/Media/Komunikasi,Jakarta Raya,0.34210526315789475,0.37369519832985393,0.359720605355064
Fashion designer,"Seni/Media/Komunikasi,Seni / Desain Kreatif",Bandung,Full-time,3200000.0,4000000.0,3600000.0,Seni/Media/Komunikasi,Bandung,0.03157894736842105,0.039665970772442584,0.03608847497089638
Pengawas Proyek Interior,"Bangunan/Konstruksi,Arsitek/Desain Interior",Surabaya,Full-time,4500000.0,5300000.0,4900000.0,Bangunan/Konstruksi,Surabaya,0.06578947368421054,0.06680584551148225,0.06635622817229336
Content Creator,"Seni/Media/Komunikasi,Periklanan",Sleman,Full-time,2200000.0,2800000.0,2500000.0,Seni/Media/Komunikasi,Sleman,0.005263157894736838,0.014613778705636744,0.010477299185098952
Sales Specialist,"Penjualan / Pemasaran,Telesales/Telemarketing",Semarang,Full-time,3000000.0,4000000.0,3500000.0,Penjualan / Pemasaran,Semarang,0.026315789473684202,0.039665970772442584,0.03376018626309662
Product Manager,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Timur,Full-time,10000000.0,17000000.0,13500000.0,Penjualan / Pemasaran,Jakarta Timur,0.21052631578947367,0.3110647181628393,0.26658905704307334
TIM DEVELOPER EDURAYA,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Sleman,Contract,3000000.0,5000000.0,4000000.0,Komputer/Teknologi Informasi,Sleman,0.026315789473684202,0.0605427974947808,0.04540162980209545
PRODUCT EXECUTIVE (PE),"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Timur,Full-time,6000000.0,9000000.0,7500000.0,Penjualan / Pemasaran,Jakarta Timur,0.10526315789473684,0.14405010438413363,0.12689173457508732
Sales Canvas,"Penjualan / Pemasaran,Penjualan Ritel",Surabaya,Full-time,2000000.0,2100000.0,2050000.0,Penjualan / Pemasaran,Surabaya,0.0,0.0,0.0
Marketing Communication Specialist,"Penjualan / Pemasaran,Digital Marketing",Banten,Full-time,9000000.0,12600000.0,10800000.0,Penjualan / Pemasaran,Banten,0.1842105263157895,0.21920668058455114,0.20372526193247964
Direct Sales - BCA FInance Bandung,"Penjualan / Pemasaran,Penjualan - Jasa Keuangan",Bandung,Full-time,3500000.0,3800000.0,3650000.0,Penjualan / Pemasaran,Bandung,0.03947368421052632,0.03549060542797495,0.03725261932479627
Marketing Executive,"Penjualan / Pemasaran,Pemasaran/Pengembangan Bisnis",Jakarta Barat,Full-time,5000000.0,7000000.0,6000000.0,Penjualan / Pemasaran,Jakarta Barat,0.07894736842105263,0.10229645093945719,0.0919674039580908
Staff Perpajakan,"Akuntansi / Keuangan,Audit Pajak",Samarinda,Full-time,5500000.0,7500000.0,6500000.0,Akuntansi / Keuangan,Samarinda,0.09210526315789475,0.11273486430062629,0.10360884749708962
Sales Marketing EF English First Tangerang,"Penjualan / Pemasaran,Penjualan - Korporasi",Banten,Full-time,4200000.0,8000000.0,6100000.0,Penjualan / Pemasaran,Banten,0.057894736842105256,0.1231732776617954,0.09429569266589058
HRGA and Interpreter,"Lainnya,Jurnalis/Editor",Purwakarta,Full-time,6000000.0,7500000.0,6750000.0,Lainnya,Purwakarta,0.10526315789473684,0.11273486430062629,0.10942956926658906
E Commerce Operation Manager,"Penjualan / Pemasaran,E-commerce",Jakarta Pusat,Full-time,9000000.0,10000000.0,9500000.0,Penjualan / Pemasaran,Jakarta Pusat,0.1842105263157895,0.16492693110647183,0.17345750873108265
Software Engineer,"Komputer/Teknologi Informasi,IT-Perangkat Lunak",Jakarta Selatan,Full-time,7000000.0,8000000.0,7500000.0,Komputer/Teknologi Informasi,Jakarta Selatan,0.13157894736842107,0.1231732776617954,0.12689173457508732
Production Team,"Manufaktur,Manufaktur",Medan,Full-time,2800000.0,4000000.0,3400000.0,Manufaktur,Medan,0.02105263157894737,0.039665970772442584,0.03143189755529686
CONTENT CREATOR,"Seni/Media/Komunikasi,Periklanan",Surabaya,Full-time,4000000.0,6000000.0,5000000.0,Seni/Media/Komunikasi,Surabaya,0.052631578947368425,0.08141962421711899,0.06868451688009314
Human Resources Development Manager,"Sumber Daya Manusia/Personalia,Sumber Daya Manusia / HR",Pasuruan,Full-time,10000000.0,15000000.0,12500000.0,Sumber Daya Manusia/Personalia,Pasuruan,0.21052631578947367,0.26931106471816285,0.24330616996507565
Production Supervisor,"Manufaktur,Manufaktur",Bekasi,Full-time,4500000.0,7000000.0,5750000.0,Manufaktur,Bekasi,0.06578947368421054,0.10229645093945719,0.0861466821885914
Sales Software Omnichannel,"Penjualan / Pemasaran,Penjualan - Teknik/Teknikal/IT",Tangerang,Full-time,5000000.0,8000000.0,6500000.0,Penjualan / Pemasaran,Tangerang,0.07894736842105263,0.1231732776617954,0.10360884749708962
Dokter Polibun,"Layanan Kesehatan,Diagnosa/Lainnya",Kalimantan Timur,Full-time,13000000.0,15000000.0,14000000.0,Layanan Kesehatan,Kalimantan Timur,0.2894736842105263,0.26931106471816285,0.27823050058207216
Supervisor Sales Denpasar,"Penjualan / Pemasaran,Penjualan Ritel",Denpasar,Full-time,3000000.0,5000000.0,4000000.0,Penjualan / Pemasaran,Denpasar,0.026315789473684202,0.0605427974947808,0.04540162980209545
SALES REPRESENTATIVE,"Penjualan / Pemasaran,Penjualan Ritel",Jakarta Raya,Contract,3500000.0,4050000.0,3775000.0,Penjualan / Pemasaran,Jakarta Raya,0.03947368421052632,0.0407098121085595,0.04016298020954597
Koordinator Sales Jabodetabek/Surabaya,"Penjualan / Pemasaran,Penjualan Ritel","Surabaya,Bekasi,Jakarta Raya",Full-time,5000000.0,6500000.0,5750000.0,Penjualan / Pemasaran,Surabaya,0.07894736842105263,0.09185803757828809,0.0861466821885914
English Teachers,"Pendidikan/Pelatihan,Pendidikan","Denpasar,Gresik,Jember,Malang,Surabaya",Full-time,2500000.0,5000000.0,3750000.0,Pendidikan/Pelatihan,Denpasar,0.013157894736842098,0.0605427974947808,0.03958090803259604
Plating Section Head,"Manufaktur,Manufaktur","Jakarta Selatan,Bogor,Depok",Full-time,10000000.0,14000000.0,12000000.0,Manufaktur,Jakarta Selatan,0.21052631578947367,0.24843423799582462,0.23166472642607683
